row_id_1,row_id_2,similarity,label_1,label_2,title_clean_1,title_clean_2
train_058133,train_058557,0.9844,3,3,Botched maintenance - not worm - blamed for MS IM glitch,News: Botched maintenance - not worm - blamed for MS IM glitch
train_058780,train_058783,0.9453,3,3,Picture 4 of 8: Microsoft's new Media Center push,Picture 6 of 8: Microsoft's new Media Center push
train_058780,train_058782,0.9375,3,3,Picture 4 of 8: Microsoft's new Media Center push,Picture 5 of 8: Microsoft's new Media Center push
train_058780,train_058784,0.9688,3,3,Picture 4 of 8: Microsoft's new Media Center push,Picture 8 of 8: Microsoft's new Media Center push
train_081890,train_082189,0.9141,3,3,Taipei Plans City-Wide Wi-Fi by End 2005 (Reuters),Taipei Plans City-Wide Wi-Fi by End 2005
train_097267,train_097340,0.9453,2,2,APEC Countries to Standardize Trade Pacts,APEC Countries to Standardize Trade Pacts (Reuters)
train_013585,train_109836,0.9453,3,3,New Remedies for a Frustrating Illness. But Do They Work?,New Remedies for a Frustrating Illness. But Do They Work?
train_104841,train_104867,0.9531,2,2,"Dollar Recovers Against Euro, Yen","Dollar Recovers Against Euro, Yen (Reuters)"
train_007335,train_007410,0.9453,0,0,Britain's Straw to Keep World Pressure on Sudan (Reuters),Britain's Straw to Keep World Pressure on Sudan
train_003928,train_004023,0.9141,2,3,"Nortel to Cut 3,500 Jobs to Boost Profit","Nortel to Cut 3,500 Jobs to Boost Profit"
train_026519,train_026588,0.9062,0,0,Jakarta embassy bombers not among the nine victims: police (AFP),Jakarta embassy bombers not among the nine victims: police
train_057993,train_058319,0.9375,2,0,Caesars plans Wembley casino,Caesars plans vast London casino
train_054376,train_054412,0.9766,2,2,Job Growth Weaker Than Expected,September Job Growth Weaker Than Expected
train_070370,train_070372,0.9219,0,0,Drive to Nab Last German Nazis to Begin in January (Reuters),Drive to Nab Last German Nazis to Begin in January
train_084340,train_084844,0.9219,3,2,"Fast Arctic Thaw Threatens People, Polar Bears (Reuters)","Arctic Thaw Threatens People, Polar Bears"
train_053094,train_053122,0.9766,2,2,Retailers Report Modest Gains in September,Retailers Report Modest Gains in September
train_053094,train_053164,0.9766,2,2,Retailers Report Modest Gains in September,Retailers report modest gains in September
train_117835,train_117847,0.9453,2,2,Fannie Mae 'should restate books',Fannie Mae 'should restate books'
train_116540,train_117213,0.9453,0,0,Anger Rises as Does Toll in Remote Indian Islands,Anger Rises as Does Toll in Remote Indian Islands
train_053801,train_053803,0.9453,3,3,Photo 6 of 8: Global gamers clash for cash,Photo 7 of 8: Global gamers clash for cash
train_053801,train_053805,0.9609,3,3,Photo 6 of 8: Global gamers clash for cash,Photo 4 of 8: Global gamers clash for cash
train_000794,train_000840,0.9844,0,0,Ex-Chess Champion Fischer to Marry Japanese Woman,Ex-Chess Champion Fischer to Marry Japanese Woman
train_017362,train_017383,0.9453,2,2,Bush to Avoid Sneak Peek at Jobs Data (Reuters),Bush to Avoid Sneak Peek at Jobs Data
train_115966,train_116223,0.9297,3,3,Google Bets Big on Bringing Libraries to Web,Google Bets Big on Bringing Libraries to Web
train_062254,train_062352,1.0,0,0,Senior House Repulican in Re-Election War (AP),Senior House Republican in Re-Election War (AP)
train_072378,train_072396,0.9766,2,2,Trial Witness Says Ovitz Pay at Disney Was Unreasonable,Trial Witness Says Ovitz Pay at Disney Was Unreasonable
train_037526,train_037527,0.9297,3,3,"Microsoft Sues Web Hoster, Others Over Spam (Reuters)","Microsoft Sues Web Hoster, Others Over Spam"
train_037603,train_037612,0.9375,0,3,Russian Ministries Move to Approve Kyoto Treaty,Russian Ministries Move to Approve Kyoto Treaty (Reuters)
train_027364,train_027385,0.9609,0,0,"Blair Fears Climate Change Disaster, Challenges US","Blair Fears Climate Change Disaster, Challenges U.S."
train_001750,train_001757,0.9062,3,3,Microsoft Delays SP2 Auto Update For Enterprises,Microsoft Delays SP2 Auto Update For Enterprises
train_104650,train_104665,0.9141,3,3,'Skulls' Mobile Security Threat Seen Low-McAfee (Reuters),'Skulls' Mobile Security Threat Seen Low-McAfee
train_091700,train_092326,0.9375,3,3,Microsoft Cracks Down on Xbox Changes (AP),Microsoft Cracks Down on Xbox Changes
train_054577,train_055392,0.9688,2,2,Thomson to Sell Media Unit to Investcorp for $350 Mln (Update3),Thomson to Sell Media Unit to Investcorp for $350 Mln (Update4)
train_117562,train_117612,0.9688,0,0,Colombia Captures 'Chancellor' of FARC Rebel Group,Colombia Captures 'Chancellor' of FARC Rebel Group
train_021535,train_021547,0.9453,2,2,Mortgage Applications at 4-Month High (Reuters),Mortgage Applications at 4-Month High
train_055284,train_056133,0.9688,1,1,Paper: Strzelczyk Likely Had Breakdown (AP),Paper: Ex-Steeler Likely Had Breakdown (AP)
train_029587,train_029632,0.9219,3,3,XM Satellite Radio to Broadcast on Web,XM Satellite Radio to Begin Broadcasting on Web
train_041919,train_041921,0.9531,2,2,Banks' Role Eyed in Parmalat Scandal -WSJ (Reuters),Banks' Role Eyed in Parmalat Scandal -WSJ
train_030110,train_030367,1.0,0,0,Hurricane Ivan Slams Gulf Coast; 20 Dead,Hurricane Ivan Slams Gulf Coast; 22 Dead
train_030110,train_030430,1.0,0,0,Hurricane Ivan Slams Gulf Coast; 20 Dead,Hurricane Ivan Slams Gulf Coast; 23 Dead
train_035699,train_035816,0.9219,3,3,Sun Sets Sights on Low-End Market (AP),Sun Sets Sights on Low-End Market
train_111122,train_111132,0.9297,2,2,Before-the-Bell: Ciena Rises on Outlook,Before-the-Bell: Ciena Rises on Outlook (Reuters)
train_030367,train_030430,1.0,0,0,Hurricane Ivan Slams Gulf Coast; 22 Dead,Hurricane Ivan Slams Gulf Coast; 23 Dead
train_075743,train_075851,0.9766,2,2,Dow Chemical Third-Quarter Profit Surges,Dow Chemical Profit Surges 86 Percent
train_044346,train_044348,0.9219,1,1,Diamondbacks sign LHP Jeff Fassero,Diamondbacks add left-hander
train_027149,train_027172,0.9766,0,0,US: Blast Consistent with N.Korea Explanation,U.S.: Blast Consistent with N.Korea Explanation
train_074064,train_074343,0.9219,3,3,"Apple Rolls Out IPod Photo, Rocks with U2","Apple Rolls Out IPod Photo, Rocks with U2"
train_027242,train_031846,0.9297,3,3,Software Tackles Digital Photo Proliferation,PluggedIn: Software Tackles Digital Photo Proliferation
train_027242,train_028040,0.9766,3,2,Software Tackles Digital Photo Proliferation,Software tackles digital photo proliferation
train_113141,train_113422,1.0,1,1,Raptors' Carter Placed on Injured List,Carter Placed on Injured List
train_104556,train_104745,0.9219,3,3,HP rejiggers utility computing line,HP rejiggers utility computing line
train_047502,train_047504,0.9375,1,1,Ichiro's New Hit Record Stokes Japanese Pride (Reuters),Ichiro's New Hit Record Stokes Japanese Pride
train_108301,train_108312,0.9609,2,2,"CSFB May Cut Jobs as Costs Outstrip Goldman, Lehman (Update1)","CSFB May Cut Jobs as Costs Outstrip Goldman, Lehman (Update3)"
train_059556,train_059677,0.9766,0,0,5 U.S. Soldiers Killed in Iraq Attacks,6 U.S. Soldiers Killed in Iraq Attacks
train_005616,train_005619,0.9609,0,0,Blast at Bangladesh Opposition Meeting Kills 4,Blast at Bangladesh Opposition Meeting Kills 4 (Reuters)
train_012495,train_012980,0.9375,0,0,"Iraqi Rebels Leave Najaf Shrine, Hand in Weapons","Iraqi Rebels Leave Najaf Shrine, Hand in Weapons (Reuters)"
train_013690,train_013695,0.9219,0,0,India Test Fires Nuclear-Capable Missile (Reuters),India test fires nuclear capable missile (Reuters)
train_013690,train_013702,0.9062,0,0,India Test Fires Nuclear-Capable Missile (Reuters),India Test Fires Nuclear Capable Missile
train_039904,train_041296,0.9688,0,0,The Fight of His Life,The Fight of His Life
train_019174,train_019335,0.9609,1,1,AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees,AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees (Reuters)
train_019174,train_019190,0.9219,1,1,AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees,AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees
train_022774,train_022874,1.0,3,3,Virtual Server becomes reality,Virtual Server becomes reality
train_041398,train_041517,0.9688,1,1,Gannon has broken vertebrae in his neck,Gannon has broken vertebra in his neck
train_064782,train_065106,0.9688,3,3,Google's New PC Search Tool Poses Risks,Google's New PC Search Tool May Pose Risks
train_113692,train_114306,0.9922,1,1,FC Porto wins Toyota Cup,Porto beats Once Caldas to win Toyota Cup
train_034392,train_034450,0.9219,0,3,"Sony's Smaller PS2 to Debut in U.S., Europe on Nov 1 (Reuters)","Sony's Smaller PS2 to Debut in U.S., Europe on Nov 1"
train_101497,train_101530,0.9375,3,3,Hunters Off the Hook for Bison Declines,Hunters Off the Hook for Bison Declines
train_118114,train_118189,0.9219,1,1,Source: New Warrants for NYRA Tracks (AP),Source: New Warrants for NYRA Tracks
train_018186,train_018187,0.9062,1,1,AL Wrap: Martinez Pitches Red Sox to 10th Straight Victory (Reuters),AL Wrap: Martinez Pitches Red Sox to 10th Straight Victory
train_047703,train_048005,0.9375,0,0,"Bombings, Gun Attacks in India Kill 44",Attacks in India Kill More Than 40 People
train_037608,train_037983,0.9141,1,1,AL Wrap: Texas Completes Sweep of Oakland,AL Wrap: Texas Completes Sweep of West-Leading Oakland (Reuters)
train_090763,train_090796,0.9922,3,2,Sun Microsystems Rolls Out Much-Awaited Solaris 10,Sun Rolls Out Much-Awaited Solaris 10
train_010596,train_010650,0.9141,2,2,Jobless Claims Rise on Back of Hurricane,Jobless Claims Rise on Back of Hurricane (Reuters)
train_010596,train_010621,1.0,2,2,Jobless Claims Rise on Back of Hurricane,Jobless Claims Rise on Back of Hurricane
train_092998,train_093001,0.9453,3,3,Hollywood Writer Sues Microsoft Over Yoga Game (Reuters),Hollywood Writer Sues Microsoft Over Yoga Game
train_042751,train_043123,0.9766,3,3,Hackers Exploit Microsoft's JPEG Flaw (AP),Hackers Target Microsoft's JPEG Flaw (AP)
train_002894,train_002972,0.9609,2,2,SEC Bars Mutual Fund Payoffs to Brokers,SEC Bars Mutual Fund Payoffs to Brokers
train_053495,train_053835,0.9141,3,3,"Kodak, Sun Microsystems Settle Java Suit (AP)","Kodak, Sun Microsystems Settle Java Suit"
train_015611,train_015615,0.9844,0,0,12 Nepalese Reportedly Executed in Iraq,12 Nepalese Reportedly Executed in Iraq
train_043445,train_048309,0.9219,2,3,"New supercomputer called BlueGene breaks speed record, IBM says",IBM Says Blue Gene Breaks Speed Record
train_109707,train_109744,0.9453,2,2,Nikkei Rises for 1st Time in 3 Sessions,Nikkei Rises for 1st Time in 3 Sessions
train_073277,train_073499,0.9453,2,2,Marsh to Scrap Fees Spitzer Faulted,Marsh to Scrap Fees Spitzer Faulted
train_018053,train_018080,0.9922,0,0,Russia Counts Cost of Bloody End to School Siege,Russia Counts Cost of Bloody End to School Siege
train_075571,train_075574,0.9219,0,0,IRAQ U.S. Air Strike Kills Two in Iraq's Falluja,IRAQ U.S. Air Strike Kills Two in Iraq's Falluja (Reuters)
train_012991,train_013013,0.9297,3,3,"Calif. Cities, Counties Sue Microsoft (AP)","Calif. Cities, Counties Sue Microsoft"
train_091370,train_091693,0.9062,1,1,Paris Favored to Win 2012 Olympics Bid (AP),Paris Favored to Win 2012 Olympics Bid
train_096469,train_096688,0.9766,2,2,Icahn Offers to Buy Mylan Laboratories for $5.38 Bln (Update2),Icahn Offers to Buy Mylan Laboratories for $5.38 Bln (Update5)
train_115571,train_115589,0.9297,2,2,Chain Store Sales Rise in the Latest Week (Reuters),Chain Store Sales Rise in the Latest Week
train_116834,train_117010,0.9531,1,1,Yeltsin grandson joins Russian Midland F1 team,Yeltsin's grandson joins Russian Midland F1 team
train_004910,train_004978,0.9141,2,2,"Oil Prices Are at New High, Over $49","Oil at New High Over $49, Iraq Violence Escalates"
train_012716,train_012736,0.9297,0,0,Bangladesh Shuts for Another Strike Over Attack,Bangladesh Shuts for Another Strike Over Attack
train_073325,train_073613,0.9531,1,1,Odd Things Expected as Red Sox Meet Cards in Game Three,Odd Things Expected as Red Sox Meet Cards in Game Three
train_014631,train_014634,0.9141,0,0,France Races Against Clock in Iraq Hostage Crisis,France Races Against Clock in Iraq Hostage Crisis
train_014944,train_015039,0.9062,1,1,Schiavone Starts Off Open With Victory (AP),Schiavone starts off Open with victory
train_076536,train_076924,0.9219,3,3,W.Va. to Sponsor Public Computing Grid (AP),W.Va. to Sponsor Public Computing Grid
train_050500,train_050574,0.9453,2,2,Greenspan says better banking rules benefit economy,UPDATE 1-Greenspan says better banking rules benefit economy
train_034311,train_034716,0.9375,3,3,Senate Panel to Vote on Digital TV Bill (Reuters),Senate Panel to Vote on Digital TV Bill
train_078901,train_078934,0.9297,2,2,Volkswagen Workers Stage New Stoppages,Update 1: Volkswagen Workers Stage New Stoppages
train_064237,train_064286,0.9219,3,3,"Gartner ITxpo spotlights security, wireless","Gartner ITxpo spotlights security, wireless (InfoWorld)"
train_003720,train_003721,0.9453,2,2,Tokyo Stocks Close Up for Third Day (Reuters),Tokyo Stocks Close Up for Third Day
train_017743,train_017961,0.9375,2,2,"Job Picture Brightens, More Aug Hiring",Job Picture Brightens with August Hiring
train_119329,train_119364,0.9688,1,1,Report: Bertuzzi near plea bargain,Report: Bertuzzi Near Plea Bargain
train_087345,train_087367,0.9609,2,2,"Dollar Recovers from Lows After Fed, Data","Dollar Recovers from Lows After Fed, Data (Reuters)"
train_036148,train_036259,0.9688,1,1,Hawks bring back Kevin Willis,Hawks Bring Back Kevin Willis
train_087097,train_087439,0.9453,3,3,Gmail Users Soon Able to Check E-Mail Via Outlook,Gmail Users Soon Able to Check E-Mail Via Outlook
train_087097,train_091517,0.9453,3,3,Gmail Users Soon Able to Check E-Mail Via Outlook,CORRECTED: Gmail Users Soon Able to Check E-Mail Via Outlook
train_087097,train_087189,0.9609,3,3,Gmail Users Soon Able to Check E-Mail Via Outlook,Gmail Users Soon Able to Check E-Mail Via Outlook
train_114612,train_115184,0.9141,0,0,"Bomb Kills 7 Iraqis, Year After Saddam's Capture","Bomb Kills 7 Iraqis, Year After Saddam's Capture (Reuters)"
train_071384,train_071388,0.9219,3,3,Borland focuses on UML modeling,Borland focuses on UML modeling (InfoWorld)
train_087041,train_087398,1.0,3,3,La. Reports First Case of Soybean Rust (AP),La. Reports First Cases of Soybean Rust (AP)
train_072652,train_072670,0.9609,2,2,"Tokyo Stocks Finish Mixed, Dollar Higher","Update 4: Tokyo Stocks Finish Mixed, Dollar Higher"
train_017509,train_017896,0.9688,3,3,Rivals Say Microsoft Online Music Store Falls Short,Rivals Say Microsoft Online Music Store Falls Short
train_117930,train_117936,0.9219,2,2,UK's Brown to Urge U.S. to Cut Deficits (Reuters),UK's Brown to Urge U.S. to Cut Deficits
train_098329,train_098332,0.9609,1,1,NBA-Raptors Produce Thrilling Comeback Win (Reuters),NBA-Raptors Produce Thrilling Comeback Win
train_098819,train_098853,0.9609,2,2,Dollar Continues Slide Vs Euro (Reuters),Dollar Continues Slide Vs Euro
train_076795,train_076895,0.9609,2,2,Bank to add up to 900 jobs in R.I.,Bank to add up to 900 jobs in RI
train_072467,train_072474,0.9531,3,3,Europe Expected to Agree to Deal for PeopleSoft,Europe Expected to Agree to Deal for PeopleSoft
train_001252,train_001254,0.9609,0,0,Iraqi Delegation Set for Najaf Peace Bid (Reuters),Iraqi Delegation Set for Najaf Peace Bid
train_010800,train_010805,0.9453,1,1,Marbury Powers U.S. Over Spain; Coaches Square Off,"Marbury Powers U.S. Over Spain, Coaches Square Off"
train_032520,train_032548,0.9531,0,0,Ivan's Flooding Forces New Evacuations,Flooding Forces Evacuations in 3 States
train_108300,train_108324,0.9141,2,2,"SuperGen Tumbles, Intel Up Before Bell","SuperGen Tumbles, Intel Up Before Bell (Reuters)"
train_001858,train_001870,0.9531,1,1,Olympics-Fencing-US and Swiss End Gold Drought,Fencing: U.S. and Swiss End Gold Drought
train_118197,train_119016,0.9219,1,3,Midway Developing Mature-Rated Football Video Game (Reuters),Midway Developing Mature-Rated Football Video Game
train_015265,train_015361,0.9375,2,2,Asian Stocks Mostly Lower on Tech Worries (Reuters),Asian Stocks Mostly Lower on Tech Worries
train_010797,train_010802,0.9141,2,2,Two Investment Banks Settle with SEC (Reuters),Two Investment Banks Settle with SEC
train_073839,train_073873,0.9141,3,3,Giant Pandas in China Reserve Get Wi-Fi (AP),Giant pandas in China reserve get Wi-Fi
train_037576,train_037577,0.9297,2,2,"Blue Chips Fall on $49 Oil, Economy Index (Reuters)","Blue Chips Fall on $49 Oil, Economy Index"
train_096521,train_096532,0.9219,2,2,Icahn Offers Nearly $5 Bln for Mylan Labs (Reuters),Icahn Offers Nearly $5 Billion for Mylan
train_038389,train_038480,0.9609,0,0,6 Egyptians Kidnapped From Baghdad Office,"6 Egyptians, 2 Iraqis Kidnapped in Iraq"
train_048660,train_048663,0.9375,1,1,Former Blue Jays Pitcher Cerutti Found Dead (Reuters),Former Blue Jays Pitcher Cerutti Found Dead
train_017664,train_017963,0.9375,3,3,Calif. Schools Warned of Identity Theft,Calif. Schools Warned of Identity Theft
train_017664,train_017944,0.9609,3,3,Calif. Schools Warned of Identity Theft,Calif. schools warned of identity theft
train_068138,train_068625,0.9141,2,3,PeopleSoft Posts Profit,PeopleSoft Posts Profit
train_052595,train_052638,0.9375,1,1,Yankees Take Dramatic 12-Inning Victory Over Twins,Yankees Take Dramatic 12-Inning Victory Over Twins
train_072695,train_073083,0.9453,2,2,Oil Prices Hold Above $54,Oil Prices Hold Above $54 as Winter Looms
train_071333,train_071358,0.9297,2,2,Oil Scales New High as Norway Strike Hits (Reuters),Oil Scales New High as Norway Strike Hits
train_113506,train_115212,1.0,0,0,Democratic Rep. Bob Matsui Dies at 63 (AP),Democratic Rep. Bob Matsui Dies at 63 (AP)
train_031557,train_032544,0.9531,0,0,Bush Must OK Clinton's Document Release (AP),Bush Must OK Clinton Document Release Plan (AP)
train_017900,train_018264,0.9219,3,3,Honda Enhances Speech-Recognition System,Honda Enhances Speech-Recognition System (AP)
train_113680,train_113692,0.9141,1,1,FC Porto Wins Toyota Cup (AP),FC Porto wins Toyota Cup
train_082677,train_082837,0.9844,2,2,Northwest Pilots Ratify $265 Mln Concession Deal,Northwest Pilots Ratify Concession Deal
train_059232,train_060623,0.9766,0,0,U.N. Nuclear Inspectors Ready to Return to Iraq (Reuters),U.N. Nuclear Inspectors Ready to Return to Iraq (Reuters)
train_026790,train_026832,0.9531,3,3,"Eyeing Downturn, Chip Makers Trim Equipment Buying (Reuters)","Eyeing Downturn, Chip Makers Trim Equipment Buying"
train_074604,train_074607,0.9141,1,1,Number of NHL Players in Europe Hits 231 (AP),Number of NHL Players in Europe Hits 231
train_111578,train_112208,0.9609,3,3,Atkins Gets Tech-Savvy to Reach More Dieters (Reuters),Atkins Gets Tech-Savvy to Reach More Dieters
train_099118,train_099123,0.9062,2,2,NASD Bars Ex-Banker Quattrone for Life (Reuters),NASD Bars Ex-Banker Quattrone for Life
train_073363,train_073395,0.9844,3,3,"Apple intros Photo iPod, U2 iPod, iTunes 4.7 (MacCentral)","Apple intros iPod Photo, iPod U2, iTunes 4.7 (MacCentral)"
train_057004,train_057028,0.9766,0,0,Baghdad Rocket Attack Kills Two U.S. Soldiers,Baghdad Rocket Attack Kills Two US Soldiers
train_029156,train_029887,0.9062,2,2,"Hotels, Union End Talks, Prepare for Strike","Hotels, Union End Talks, Prepare for Strike"
train_038814,train_038961,0.9375,0,0,Iraq PM Asks UN States to Put the War Behind Them (Reuters),Iraq PM Asks UN States to Put the War Behind Them
train_048199,train_048255,0.9375,0,0,New Bomb Blast Wounds 15 in India,New Separatist Violence Strikes India
train_049484,train_049503,0.9297,2,2,Stocks Rise; Siebel Boosts Tech Shares,Stocks Rise; Siebel Boosts Tech Shares (Reuters)
train_075685,train_075971,0.9453,2,2,Harmony's hostile takeover bid sparks court challenge in South ...,Harmony's hostile takeover bid sparks court challenge in South ...
train_027628,train_027686,0.9531,0,0,Oracle's Earnings Top Expectations,Oracle's Earnings Just Top Expectations
train_093441,train_093499,0.9375,2,2,Oil Retreat Deepens Ahead of U.S. Data,Oil Extends Retreat Ahead of U.S. Data
train_115806,train_115879,0.9062,2,2,Verizon Unlikely to Bid Now for Sprint,Verizon Unlikely to Bid Now for Sprint
train_059986,train_059990,0.9141,2,2,Oil Firm Near $54 on Heating Fuel Worries (Reuters),Oil Firm Near $54 on Heating Fuel Worries
train_075739,train_076120,0.9609,3,3,"Smaller, more powerful PC fuel cell is on the way","Smaller, more powerful PC fuel cell is on the way"
train_021374,train_021446,0.9531,0,0,"Bomb Blows Up in Gaza, Israeli Casualties -Sources","Bomb Blows Up in Gaza, Israeli Casualties -Sources (Reuters)"
train_106422,train_106524,0.9375,2,2,Stocks Soar on Energy Inventory Buildup,Stocks Surge on Energy Inventory Buildup
train_113473,train_118487,0.9453,3,3,Space Station Crew Must Cut Back on Food,Space Station Crew Told To Cut Back on Food
train_115831,train_115891,0.9609,1,1,Blue Jays Sign Third Baseman Koskie,Blue Jays sign third baseman Koskie
train_061987,train_062017,0.9766,0,0,Bush triumphalism masks mission unaccomplished in Afghanistan: analysts (AFP),Bush triumphalism masks mission unaccomplished in Afghanistan (AFP)
train_073854,train_073889,0.9375,0,0,"New Quake Rattles Northern Japan, Felt in Tokyo","New Quake Rattles Northern Japan, Felt in Tokyo"
train_091123,train_091181,0.9609,3,3,Yahoo implements DomainKeys in its mail service,Yahoo implements DomainKeys in its mail service
train_016213,train_016225,0.9375,3,0,Senegalese Fight Locusts with Smoke and Sticks (Reuters),Senegalese Fight Locusts with Smoke and Sticks
train_077528,train_080071,0.9375,3,3,NASA Scientists Find Surface of Titan 'Very Alien',Nasa scientists find surface of Titan 'Very Alien'
train_014342,train_014354,0.9453,0,2,More German reform protests due,More German reform protests due
train_093227,train_093242,0.9688,2,3,Report: SBC Sets TV Deal with Microsoft,Report: SBC Sets TV Deal with Microsoft (Reuters)
train_041582,train_041645,0.9531,1,1,Source: Brewers accept offer from buyer,Source: Brewers Accept Purchase Offer
train_003103,train_003109,0.9141,2,2,"Stocks Close Higher, Dow Above 10,000","Stocks End Higher, Dow Back Above 10,000"
train_107390,train_108997,0.9688,3,2,Firms Push to Ease Tough Federal Scrutiny,"Trade Groups, Firms Push to Ease Tough Federal Scrutiny"
train_005468,train_005469,0.9453,2,2,U.S. Begins Criminal Probe on Riggs-Paper,U.S. Begins Criminal Probe on Riggs-Paper (Reuters)
train_073755,train_073792,0.9766,2,2,"Tokyo Stocks Open Higher, Exporters Lead","Tokyo Stocks Open Higher, Exporters Lead (Reuters)"
train_109880,train_109892,0.9531,0,0,EU Holds Out Prospect of End to China Arms Embargo,EU Holds Out Prospect of End to China Arms Embargo
train_071450,train_071542,0.9141,0,0,Egypt arrests five suspects over Sinai bombings (AFP),Egypt arrests five suspects over Sinai bombings
train_066072,train_066348,1.0,3,3,U.N.: Robot Use to Surge Sevenfold by 2007 (AP),U.N.: Robots to Surge Sevenfold by 2007 (AP)
train_031084,train_031522,0.9609,2,2,Update 1: Higher Ticket Prices Spur Carnival Profit,Higher Ticket Prices Spur Carnival Profit
train_046891,train_049532,1.0,3,3,Three Cosmic Explosions Could Precede Supernovae,Cosmic explosions could precede supernovae
train_046891,train_048991,0.9297,3,3,Three Cosmic Explosions Could Precede Supernovae,Three Cosmic Explosions Could Precede Supernovae (Reuters)
train_003524,train_003525,0.9453,1,1,NL Wrap: Bonds Homers Again as Giants Rout Expos (Reuters),NL Wrap: Bonds Homers Again as Giants Rout Expos
train_033750,train_034014,0.9141,0,0,Bush Scraps U.S. Trade Embargo on Libya in WMD Reward (Reuters),Bush Scraps Trade Embargo on Libya in WMD Reward (Reuters)
train_042872,train_042878,0.9062,3,3,Munich Set to Approve Linux Despite Patent Worries,Munich set to approve Linux
train_018897,train_018932,1.0,0,0,Signs of Discord as Indo-Pakistan Ministers Meet,Signs of Discord Emerge as Indo-Pak Ministers Meet
train_070109,train_070114,0.9766,0,0,Myanmar strongman begins historic India visit (Reuters),Myanmar Strongman Begins Historic India Visit
train_102511,train_102534,0.9844,0,0,More bodies found in Mosul,Six more bodies found in Mosul
train_027384,train_027448,0.9844,0,0,"Israeli Settler Pay Approved, Sharon Faces Threats","Israeli Settler Pay Approved, Sharon Faces Threats"
train_008854,train_008879,0.9453,0,0,Over 80 Hurt on First Day of Bangladesh Strike,Over 80 hurt on first day of Bangladesh strike (Reuters)
train_043758,train_045267,0.9297,0,0,U.N. Wants African Monitors in Darfur Camps (Reuters),U.N. Wants African Monitors in Darfur Camps (Reuters)
train_102222,train_102725,0.9609,1,1,Sorenstam to Play Woods in Skins Game (AP),Sorenstam Plays Tiger Woods in Skins Game (AP)
train_028894,train_029066,0.9297,2,2,Delta Auditor Concerned About Airline,Delta Auditor Concerned About Airline
train_099000,train_099083,0.9297,2,2,IBM exec may become Computer Associates CEO,IBM Exec May Become Computer Associates CEO
train_044497,train_044541,0.9297,2,2,San Francisco Hotel Workers Strike,San Francisco Workers Strike
train_011199,train_011207,0.9219,0,0,"Frances a Fast-Growing Hurricane, Far Out at Sea (Reuters)","Frances a Fast-Growing Hurricane, Far Out at Sea"
train_017220,train_017261,0.9297,3,3,Red Hat Names CFO After Restatements,Red Hat Names CFO After Restatements (Reuters)
train_105404,train_105499,0.9531,2,2,Syneron Medical Shares Drop on Rejection,Update 1: Syneron Medical Shares Drop on Rejection
train_003049,train_003053,0.9297,0,0,'Potential Development' in Peterson Case,'Potential Development' in Peterson Case
train_099655,train_099683,0.9141,2,2,"Dollar Gets a Rest on BOJ Worry, Holidays","Dollar Gets a Rest on BOJ Worry, Holidays (Reuters)"
train_099222,train_099302,0.9453,3,3,Patches cause headaches for Fed managers,Patches cause headaches for federal managers
train_020783,train_020885,0.9297,3,3,Open sourcers revolt against Microsoft antispam plan (MacCentral),Open sourcers revolt against Microsoft antispam plan
train_058921,train_058963,0.9531,2,3,Airport Security Screeners Overworked,"Airport Security Screeners Overworked, Report Says"
train_038100,train_038225,0.9609,2,2,Chicago Fed Sees '05 GDP Down at 3.3 Pct,Chicago Fed Sees '05 GDP Down at 3.3 Pct (Reuters)
train_006087,train_007169,0.9141,3,3,Global LCD Oversupply to Peak -Report,Report: Global LCD oversupply to peak in 3Q
train_044356,train_045006,0.9453,3,3,Linksys goes dual-band on Wi-Fi,Update: Linksys goes dual-band on Wi-Fi
train_089044,train_089111,0.9219,3,3,Blue Titan adds reliable messaging to SOA tool (InfoWorld),Blue Titan adds reliable messaging to SOA tool
train_009832,train_009909,0.9531,2,2,Dollar Dips Against Most Major Currencies,Dollar Dips Against Most Major Currencies
train_054320,train_054323,0.9062,2,2,GE Posts Higher Quarterly Profit (Reuters),GE Posts Higher Quarterly Profit
train_047495,train_047540,0.9375,0,0,Israel Presses on With Gaza Offensive,Israel Expands Offensive in Gaza Strip
train_047930,train_048004,0.9844,0,0,Israeli Forces Kill 11 in Gaza Camp Raid,Israeli Forces Kill 12 in Gaza Camp Raid
train_017970,train_018357,0.9062,3,3,Spacewalking astronauts replace worn-out piece of cooling ...,Spacewalking Astronauts Install Antennas (AP)
train_025123,train_025128,0.9453,2,2,UK Ad Firm WPP Wins Bid for U.S. Rival (Reuters),UK Ad Firm WPP Wins Bid for U.S. Rival
train_065814,train_065837,0.9297,2,2,Strong Demand Pushes Honeywell Profit,Strong Demand Pushes Honeywell Profit (Reuters)
train_006018,train_006309,0.9062,0,0,Militants Hold Najaf Shrine; Bombing Heard,Militants Hold Najaf Shrine; Bombing Heard
train_007113,train_007114,0.9531,0,0,Fierce Fighting Erupts in Iraq's Najaf-Witnesses (Reuters),Fierce Fighting Erupts in Iraq's Najaf-Witnesses
train_114468,train_116952,0.9062,2,2,Court Case Pits Google and Geico,Geico-Google trademark suit goes to court
